id,text,sentiment
5277,@megynkelly @realDonaldTrump #GOPDebate Call Donald for being sexist? What do photos like this do for women? http://t.co/9QGldRUgnG,Negative
5278,RT @ShannonSanford9: Is the #GOPDebate scared of @TedCruz? #ConstitutionalCrisis http://t.co/uXyocT6Ckt,Neutral
5279,That moment when you graduated from High School so you can watch the #GOPDebate and #DonaldTrump :)),Positive
5280,RT @LouisOrtiz92: .@realDonaldTrump Makes His Mark During 1st #GOPDebate. His moments right here: http://t.co/gcXaL2E3iq via @NBCNews,Neutral
5281,RT @joeflyde: #KKKorGOP during the #GOPDebate http://t.co/gRW9cK3XcB (2/2),Neutral
5282,The clear winner of the #GOPDebate is anyone who didn't watch it.,Negative
5283,"RT @BettyBowers: The essence of a GOP remarks about your family: ""No! My father was an even bigger loser than his!""  #GOPDebate",Negative
5284,"@ZeitgeistGhost
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",Negative
5285,RT @FemsHaveBallz: The real loser in the debate to me was Jeb. The establishment is begging for us to vote for him &amp; he showed us why we sh…,Negative
5286,I'm going to share MY post-debate analysis on @Periscope (RobCarpenter2).  Join me.  #GOPDEBATE,Neutral
5287,#ProWrestling Can Teach You Everything You Need to Know About the #GOPDebate http://t.co/bRlwGxXKIs same target audience too,Negative
5288,RT @LilaGraceRose: Is @tedcruz going to be asked any questions soon? #GOPDebate,Neutral
5289,"""Freedom is not free and we must fight for it every day.""  -@RealBenCarson Even if you don't vote for the guy, appreciate #truth #GOPDebate",Positive
5290,Don't buy @tedcruz 's stale rhetoric. Successful #CVE looks at root causes of radicalism &amp; adopts long-term solutions #GOPDebate,Negative
5291,Say what you want but if the gop ratings are through the roof you can single handedly thank @realDonaldTrump for it #GOPDebate,Positive
5292,RT @KyleKulinski: Ben Carson isn't for 'politically correct' war. AKA he'll violate international law and think nothing of it. #GOPDebate,Negative
5293,RT @luisAUGUSTOpr: #GOPDebate Recap http://t.co/TsUIKsJEeB,Neutral
5294,The perfect remedy for a #GOPDebate hangover is to #FF @woodhouseb  @fakedansavage  @missb62  @ChasingTao @HollandCooke @RobinHoodTax,Negative
5295,"""This wasn’t a debate, this was an inquisition."" A Foxy, Rowdy Republican Debate http://t.co/GI9kAKuee1 #GOPDebate #tcot #ccot #ycot",Negative
5296,"RT @johneberkowitz: If Donald Trump is elected, there will be hell toupee. #GOPDebate",Negative
5297,#GOPDebate @realDonaldTrump had alot of speakin time but pretty much used that to make a mockery of the presidential campaign.,Negative
5298,RT @katiecouric: Cooper seems to be losing interest. #GOPDebate http://t.co/fWqSaIEbkR,Negative
5299,"Rubio Did A Good Job Last Night.
#GOPDebate",Positive
5300,"RT @JamesViser: Trump loses #gopdebate but Rubio, Cruz and others triumph #copolitics #tcot #tlot #pjnet #gop http://t.co/YNSEYzRrhA",Negative
5301,Clearly that means Toucan Sam and I are planning to take over America. And Fruit Loops are rainbow colored so it's extra scary. #GOPDebate,Neutral
5302,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @V1ct0rCR0cc0 @polipaca @mpf2011 @BarryHouse @lipdesign @justiceputnam …,Neutral
5303,"RT @philsturgeon: ""Will anyone protect our right to discriminate against people based on any arbitrary thing we decide fits into our religi…",Negative
5304,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho  @francie57 @MemphisJohnny1 @Floridagordon @floridajewel…,Neutral
5305,"RT @hoonurse: Hey America, after the #GOPDebate, this about sums it up... http://t.co/4M0MskR83h",Negative
5306,#VNewsCD Pundits Incensed Over… http://t.co/sHOjCSdzr8 #Politics #Abortion #GOPDebate #MegynKelly #NBA #Hashtags http://t.co/rB0mhucI69,Neutral
5307,"Who won the #GOPDebate?
@realDonaldTrump?
@RealBenCarson?
@CarlyFiorina?
Nope, it was @SenSanders
#DebateWithBernie 
http://t.co/QsYJ19jw8h",Neutral
5308,I'm having a really hard time thinking of ways that @PFTCommenter could have been more successful with his #GOPDebate shenanigans @edsbs,Positive
5309,It appears the word has gone out from Fox to rally around the moderators of #GOPDebate. Seeing lots of staff tweets trying to defend.,Negative
5310,The perfect remedy for a #GOPDebate hangover is to #FF @IndieMediaWeek @Truman_Town @snarkylibdem  @RelUnrelated  @morgfair @IanReifowitz,Negative
5311,Trump: Megyn Kelly’s Sexism Question ‘Was Not a Very Nice Question’ @realDonaldTrump #GOPDebate #2016 http://t.co/q7bHKnXWIE,Negative
5312,A Trump at the Roxbury: https://t.co/bMUjvo7u83 #TrumpAtTheRoxbury #GOPDebate #SNL #DonaldTrump,Neutral
5313,RT @SpudLovr: #Walker16's Rejection of Medicaid Money Costing Wisconsin Nearly $400 Million http://t.co/WVCiloZKpf #wiunion #GOPDebate #p2 …,Negative
5314,RT @BryanLowry3: Reminder that Common Core was not created by the federal government. Was created by Natl. Governors Association. #GOPDebate,Neutral
5315,"RT @JamesRosenFNC: Good morning America, how are ya? Your native son will be teeing up the best #GOPDebate sound on @FoxFriendsFirst @ 5 &amp; …",Negative
5316,RT @tonykatz: Can I get a debate where @GovChristie and @RandPaul discuss liberty and security for an hour? Please? @93wibc #GOPDebate,Positive
5317,RT @NPetallides: #onset NOW @FoxBusinessAM #GOPDebate coverage #jobsday  #mediastocks Dow DOWN 6 days! Maybe 7 now? WTD -1.52% http://t.co/…,Neutral
5318,Bet you'll never guess what gourmet delicacy we were snacking on during last night's #GOPDebate?!,Neutral
5319,I really liked many of the candidates as people but not so much as future Presidents. #GOPDebate @HappeningNow,Negative
5320,RT @amandaclockwood: Scott Walker &amp; Droopy Dog... definitely related. #GOPDebate http://t.co/HccDkmV1WG,Negative
5321,Notable quotes from the #GOPDebate http://t.co/GyAQEDBV4s put together by @jessilespie @JDante_PR @selhussain,Neutral
5322,Camilo fires up the crowd outside Slymans. #GOPDebate http://t.co/2mLt8kWdPZ,Neutral
5323,"Who's ""marginalizing"" women Lingerie model @megynkelly or @realDonaldTrump Glass houses? #DeBaitAndSwitch #GOPDebate https://t.co/HmKmm5UoNA",Negative
5324,The perfect remedy for a #GOPDebate hangover is to #FF @wrappedinflag  @kenpickles @TomShafShafer @debbhakel @raine1967 @ColMorrisDavis,Neutral
5325,"For sex talk that's a little less crazy than last night's #gopdebate, here's @AngelaLedgerwoo and I on @litupshow: http://t.co/4dJcC81a5m",Neutral
5326,".@megynkelly, @realDonaldTrump insults everyone, so is it misogyny? Didn't #RosieODonnell throw the first punch in their feud? #GOPDebate",Negative
5327,Props to @megynkelly for doing a great job asking the hard hitting questions @ the #GOPDebate last night,Positive
5328,#GOPDebate fills me with mild dread,Negative
5329,This! biggest loser last night was @megynkelly who came across as a condescending cat! #boycott her show! #GOPDebate https://t.co/GlN4dwVCPN,Negative
5330,"RT @GetEQUAL: As the #GOPdebate begins, can you tell the difference between the GOP and the KKK? Take the quiz: http://t.co/G6xlQQiKJ1 #KKK…",Neutral
5331,@JohnKasich really impressed me in the debate. I hope to see your pole numbers increase. #GOPDebate #GOP #ohio,Positive
5332,"""At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?"" @CarlyFiorina http://t.co/9hrN1F0vAx",Neutral
5333,Right. Let's get angry about all of the topics they didn't bring up at the #GOPDebate like they care. You can't penetrate the bubble.,Negative
5334,Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #uniteblue #cnn #p2,Negative
5335,Vets are most politician's afterthoughts. Squeaky wheel #BlackLivesMatter got attention though @angelathomas22 @ConcernedVets #GOPDebate,Neutral
5336,The perfect remedy for a #GOPDebate hangover is to #FF @expatina @Slfriend79 @SupermanHotMale @AnOldLefty @LaurensComedy @janieo @brontyman,Neutral
5337,RT @comcatholicgrl: Talk pro-life to me #GOPDebate,Neutral
5338,Fashion: an everyday debate. #GOPDebate  https://t.co/IvgagREd2a,Neutral
5339,Good luck to everyone competing in the #GOPDebate in Blaine this weekend! @HappyCowsUlti @MNSuperiorU16 @texas_tango @DeadriseDC,Positive
5340,RT @OhioBATs: yes we need to listen to this #GOPDebate #Batsask why is that MR. Kasich  no trickle down working here!   https://t.co/jjABL8…,Negative
5341,Good idea from colleague @David_Boaz: set up 1-on-1 @ChrisChristie vs. @RandPaul #GOPDebate. I'd watch http://t.co/xI1dSIBDSv #cato2016,Positive
5342,@debrajsaunders @GasiaKTVU Donald Trump was the self proclaimed winner of the #GOPDebate you ladies agree?,Negative
5343,RT @elielcruz: Fact: Americans are in more danger from the threat of white men domestically than ISIS internationally. #GOPDebate,Negative
5344,Is it safe to get on social media yet or is everyone still posting their writer's packet for the Daily Show? #GOPDebate,Neutral
5345,RT @dragswolf: We should have built that wall in 1491. #GOPDebate http://t.co/tVsTft9YK5,Negative
5346,I didn't watch the #GOPDebate last night but saw 1st 90s this morning. Why does it feel exactly like @AmericanIdol or sim show? #WereFucked,Negative
5347,"Donald Trump, Rosie O’Donnell Feud: #DonaldTrump Slams #MegynKelly &amp; ‘Fat Pig’ #RosieODonnell [Video] http://t.co/VDNBhh6i7p #GOPdebate #GOP",Negative
5348,RT @scottEweinberg: This thing is longer than two Hobbit movies combined. #GOPDebate,Negative
5349,"RT @TheMayaka: .@VanJones68 ""@JebBush looked like oatmeal getting colder!"" ZINGGG!!! #GOPDebate",Negative
5350,"Congratulations @Rosie for making the ""presidential"" discussion. Who knew you were so important?  #GOPDebate",Negative
5351,RT @RepublicanRI: Noticing most of the stories and social media regarding the #GOPDebate last night is about @realDonaldTrump.,Neutral
5352,RT @419in703: .@realDonaldTrump said it best last night: It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope http://t.co/xNo4YcFzIV,Positive
5353,"RT @BicycleLobby: Since so much oil comes from the Middle East, wouldn't a War on Cars be more effective than a War on Terrorism? #GOPDebate",Negative
5354,"RT @JHoganGidley: Goodbye #Cleveland, OH.
Hello #Greenville, SC. 
After @GovMikeHuckabee crushes #GOPDebate, the campaign continues. http:/…",Positive
5355,Wish Hilary had Carly Fiorina passion and spark! She should take some lessons from her.#GOPDebate,Positive
5356,Early numbers show record audience for first #GOPdebate http://t.co/VMs287kXGM,Neutral
5357,"""We are currently experiencing a master class in the art of political stupidity"" http://t.co/HzmgLpHBl2  via @FodaRecord #GOPDebate #despair",Negative
5358,"RT @BrentHBaker: From before #GOPDebate, @TheMRC's and @NewsBusters' ""Don't Believe the Liberal Media"" sign on MSNBC. http://t.co/uUoMmVV8Zn",Neutral
5359,"RT @sallykohn: Didn’t really gain anything from tonight’s #GOPDebate except for AN EVEN GREATER MOTIVATION TO ELECT A DEMOCRAT IN 2016. 

A…",Negative
5360,"Wonder what ""President"" @realDonaldTrump's late-night tweeting might look like after meeting with Angela Merkel. #GOPdebate",Negative
5361,"NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q",Positive
5362,"I didn't watch the #GOPDebate. I'm going to wait and watch Jon Stewart's @TheDailyShow coverage next week. Oh, wait...😢 #JonVoyage",Neutral
5363,RT @amandagutterman: I wrote on @SlantNews about my nostalgia for a time when politics was kind of boring: https://t.co/uIpoaiGI9A #GOPDeba…,Negative
5364,@ScottWaker rope-a-dope strategy for #GOPDebate was brilliant.,Positive
5365,"RT @GovtsTheProblem: Apparently it was @FoxNews which received the order for the Code Red on Donald Trump, not the other candidates.
#GOPDe…",Negative
5366,RT @rightwinglatina: Marco Rubio emerges as the party’s brightest star http://t.co/TTG6gEG3sE #GOPDebate #Rubio2016 #ImwithMarco,Positive
5367,"A tiny part of me really wants Donald Trump to be US president. I mean, it would be hilarious. It would be horrible. Buthilarious #GOPDebate",Negative
5368,RT @ReactionaryTree: Remember to attack the #cuckservative in the #GOPDebate tonight http://t.co/uRTVBE9EKD,Negative
5369,"@hotairblog @realDonaldTrump is the modern day Herbert Hoover and we'll pass! Thanks, The Silent Majority! #GOPDebate #gop #tcot",Neutral
5370,Based on last night's #GOPDebate that Paul v Christie 2nd Rd will be match of tourney! @BarrettAll  https://t.co/6b0n5IIj18,Neutral
5371,"I am in no way stumping for @realDonaldTrump, but I do find it interesting that both the left &amp; the right are bashing him hard. #GOPDebate",Neutral
5372,A college debate coach's perspective on who 'won' the #GOPdebate last night. http://t.co/3caFylQojK @EmoryAdmission @emorydebate @trefpool,Positive
5373,RT @ChuckNellis: YES!!!! @krauthammer said @TedCruz had the best night! #Cruz2016 #GOPDebate,Positive
5374,RT @benshapiro: How fast did Kasich track down a gay person to invite him to a wedding when he decided to run for president? #GOPDebate,Negative
5375,RT @GameANew: @kimguilfoyle YOU are my favorite! Oh you mean the #GOPDebate Carson and Carly.,Neutral
5376,RT @AG_Conservative: Did Trump just say he opposed Iraq war in July 2004? The invasion was in March 2003. #GOPDebate,Negative
5377,@FoxNews @fxnopinion @foxnewspolitics Very good job by Fox News #GOPDebate,Positive
5378,"RT @heysarahsweeney: Didn't Nostradamus predict the ""village idiot"" would rule the world? What if... what if it wasn't Bush after all?
#GOP…",Negative
5379,Judging by the # of people that tuned in last night I'd say @HillaryClinton is shaking in her pantsuit. Ppl are tied of the dems  #GOPDebate,Neutral
5380,"Consensus from #GOPdebate: Several big winners, no real losers, yet everyone holds place--except Fiorina. What?! What's the math there?",Negative
5381,"@SMShow  @frangeladuo  #GOPDebate Gave ""No Fucks"" About #BlackLivesMatter http://t.co/IuwKYlUdMg",Negative
5382,"Ben Carson &amp; Marco Rubio were biggest winners of #GOPDebate, Donald Trump &amp; Rand Paul biggest losers. https://t.co/qUwbtdThms",Neutral
5383,"RT @TheMayaka: .@marcorubio's God is only generous to #Republicans, so generous that he allowed them to lose twice but give them 17 candida…",Negative
5384,"RT @peterdaou: If I had a time machine, I'd fast forward 100 years and show people a presidential debate that didn't mention climate change…",Neutral
5385,https://t.co/2Vjdgml3g4 Chris Christie last night at the #GOPDebate,Negative
5386,"RT @3paulas: interesting  2 see who isn’t worried about alienating Latino voters, and who is..” http://t.co/sLz2bl851o #uslatino #GOPDebate…",Neutral
5387,RT @drjohnstl: I was asked about @realDonaldTrump &amp; the #GOPDebate last night. It was clear to me the questions were negatively baited &amp; lo…,Negative
5388,First GOP debate! #allinCLE #gopdebate #kasich4us https://t.co/td0Ha5LzFJ,Neutral
5389,The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho  @francie57 @MemphisJohnny1 @Floridagordon @floridajewel @Infamous_Deb,Negative
5390,"Notice last night nothing about climate change, minimum wage, gun control, and barely got into same sex marriage. #GOPDebate",Negative
5391,"It's very interesting that every one of the GOP candidates hates the govt., &amp; yet they're applying for a job to join it. #GOPDebate",Negative
5392,"I missed the #GOPDebate last night, can anyone give me the Cliff's notes?",Neutral
5393,RT @tamaraleighllc: Disappointed. @megynkelly was my media #girlcrush &amp;after #GOPDebate think #WeAreOnABreak @FoxNews @realDonaldTrump  htt…,Negative
5394,RT @noimosque32: Dr. King says his dream became a nightmare... https://t.co/FswFvAwKH0  #JusticeOrElse #GOPDebate,Negative
5395,"""Governor Walker, you've...said you want to make abortion illegal. Even in...rape, incest, or to save the life of the mother""
#GOPDebate",Negative
5396,"RT @LilaGraceRose: .@tedcruz talks hard policy for first days of Presidency, including prosecuting illegal activities of abortion giant @PP…",Neutral
5397,RT @UGottaWoody: Yep. It was like watching the political equivalent of #Sharknado. #GOPDebate https://t.co/AUTzyTwnv7,Negative
5398,The irony of the @TheDailyShow ending with a speech about #BS the same night as the first #GOPDebate did not escape us. But it was sad.,Negative
5399,"#MegynKelly  #GOPDebate After last night I won't be watching anymore ""It's all about me"" Queen Kelly poor me fashion show/ debates.",Negative
5400,More  #hypocrisy from @GovKasich and his #lbgt insight with some unknown god that agrees with #sodomy #GOPDebate  https://t.co/8xADP0WwTQ,Negative
5401,The perfect remedy for a #GOPDebate hangover is to #FF @V1ct0rCR0cc0 @polipaca @mpf2011 @BarryHouse @lipdesign @justiceputnam @timcorrimal,Neutral
5402,"NEW STATEMENT on #GOPDEBATE: It's not a debate, it's an embarrassment:  @CorrectRecord http://t.co/JwZqoAf75E … #TruthMatters @AlexWagner",Negative
5403,"RT @OppressedFart: . @megynkelly drawing heat on Facebook for attacking @realDonaldTrump with the ""sexism narrative"" in the #GOPDebate http…",Negative
5404,RT @AG_Conservative: Trump asked for evidence of his dumb accusation makes up secondhand testimony from anonymous border patrol agents. #GO…,Negative
5405,Fantastic: @jowyang's ranked winners in #GOPDebate :-) https://t.co/EGp67cOuZH http://t.co/dAXRRVQBbA,Neutral
5406,"RT @tobiasximenez: Need to check the source, but seems like something logical he would say #GOPDebate #RepublicanPrimary http://t.co/Ev6cta…",Negative
5407,RT @AG_Conservative: Nobody talked about illegal immigration until Trump said a bunch of dumb stuff about it. Right. #GOPDebate,Negative
5408,Megan Kelly..you're fired! #GOPDebate,Negative
5409,"RT @MSignorile: Ok, that gave us a lot of material for tomorrow’s show! 3-6 ET @SXMProgress #GOPDebate",Neutral
5410,RT @blacksab67: FACT: No GOP candidate has ever seen Ratt. #GOPDebate,Negative
5411,"RT @AG_Conservative: Crowd boos as Trump, Hillary's stalking horse, is the only one to refuse to pledge to support the Republican nominee. …",Neutral
5412,"""Donald #Trump: of all the Donald Trumps in the world, you're the Donald Trumpiest !"" http://t.co/E2rBoZ1Zwy 
@realDonaldTrump #gopdebate",Negative
5413,"RT @ElizabethND04: Now the nation knows how awful Jersey is, practically/politically/financially speaking with the facts Bret just rattled …",Negative
5414,Still in disbelief that the last question last night was about God. So much for separation of church and state. #GOPDebate,Negative
5415,RT @AmyMek: Shut Up .@RepDWStweets-&gt;Typical Lib tries 2 convince Americans they R Victims 2 advance overreaching pub policies &amp; secure Vote…,Negative
5416,Check out what Donald Trump &amp; the rest of the #GOPDebate believe is this year's Song of The Summer (it's Trap Queen) http://t.co/UgqnVjBhLP,Negative
5417,"RT @TheBaxterBean: While deep in personal debt Marco Rubio bought an $80k boat, leased $50k luxury SUV http://t.co/qTn4MpF3E2 #GOPDebate ht…",Negative
5418,"A nice look at yesterday debate ""A Foxy, Rowdy Republican Debate"" #GOPDebate #FoxNews http://t.co/rF40CcI35x",Neutral
5419,RT @KristanHawkins: Abortion is the greatest civil rights issue of our time. #GOPDebate,Negative
5420,17 classy photos from Thursday’s #GOPDebate http://t.co/SsmeqWDQQi http://t.co/GnsXwcX1Yf,Negative
5421,RT @lynnsweet: Waiting for @scottwalker at @Slyman's Jewish deli in Cleveland day after #GOPdebate http://t.co/g7PnAfwtP4,Neutral
5422,"True, Hillary Clinton wrote a paper on Saul Alinsky in college. I once wrote a paper about the Keel-billed Toucan. #GOPDebate",Neutral
5423,#GOPDebate What a boring and irrelevant group of people!,Negative
5424,WSJ: Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/HmYbRZCEvK http://t.co/gRNb1dorg7,Neutral
5425,RT @ElizabethND04: Chris Christie has done nothing he promised us. Trump is a joke and an out-of-touch jerk.  #GOPDebate,Negative
5426,"MK: ""Mr. Jackson, you molested &amp; paid off young boys...""
MJ: ""Only my Macauley Culkin.""
*audience roars with laughter, applause*
#GOPDebate",Neutral
5427,"Great #GOPDebate - CAN WE TRUST YOU?
U were fired from HP, fired thousands of Americans &amp; sent jobs overseas.
@CarlyFiorina @FoxNews @CNN",Negative
5428,"RT @StephenFleming: NYTimes: “It compels me to write a cluster of words I never imagined writing: hooray for Fox News.” #GOPdebate 
http://…",Positive
5429,"Well, after watching the #GOPDebate - I decided I wasn't voting for any of those candidates - No need to watch another #GOPDebate.",Negative
5430,#GOPDebate Reveals @GOP Candidates’s Terrifying Fantasies About #Abortion http://t.co/GYjq13nW35 #TNTVote #AINF #tlot #p2 #tcot #womenrights,Negative
5431,RT @sheetalsheth: CAN WE STOP SAYING PRO-LIFE??? We are all for life. ANTI-CHOICE seems more appropriate. #GOPDebate,Neutral
5432,The perfect remedy for a #GOPDebate hangover is to #FF @s_cosgrove @rascality @DCdebbie @Satur9 @joanwalsh @RockyMntnMike @alikat747,Negative
5433,RT @germanirishlass: I think everyone that is bashing @therealdonaldtrump is scared to death of bold honest unapologetic truths.  #GOPDebate,Neutral
5434,Let's change the racist usage of the word articulate to describe Republicans who are well spoken. #GOPDebate,Negative
5435,RT @ElizabethND04: Leaning toward @CarlyFiorina.  Get a kick a-- corporate woman in there to fix the mess!  We'll see if these dudes change…,Neutral
5436,"RT @JohnDrogin: Line of the night and most switched votes for @tedcruz, according to post-debate Fox focus group. #gopdebate http://t.co/aJ…",Positive
5437,RT @mjtbaum: Maybe @realDonaldTrump can just ask to borrow this... #GOPDebate http://t.co/chnjqlQmBn,Negative
5438,"RT @TheBaxterBean: Republicans always hate welfare benefits and big gov't, especially when they grew up relying on them. #GOPDebate http://…",Negative
5439,"Is this a debate or an ep of American Idol? Randy, where you at doooooooog?!?!? #GOPdebate",Negative
5440,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @gottalaff @Truman_Town  @SusieMadrak @JAMES_X_ @BorowitzReport,Neutral
5441,In #GOPDebate I was hoping to get a better sense of @CarlyFiorina.  I did and I liked what I saw.,Positive
5442,"Just wondering, how many friends *did* Mr.Trump pay to come to his wedding? He's rich, he gives out LOTS of money. #GOPDebate #AFriendIndeed",Negative
5443,RT @megynkelly: What do the Democrats think about the #GOPDebate? @DWStweets and @billburton join #KellyFile LIVE.,Neutral
5444,RT @AndreJuwaan: How does @ScottWalker plan on giving priority to working American families and wages if he is so anti-union? #DebateWithBe…,Negative
5445,#GOPDebate john kasich didn't answer the questions for most of the night . Not sure how he won but maybe that plays to Republicans.,Negative
5446,Bernie Sanders live-tweeted the #FeelTheBern #GOPDebate http://t.co/esAxEmQYXk via @HuffPostPol,Neutral
5447,"#GOPDebate Also will someone please tell me the fuck is voting for Jeb Bush in all these supposed ""polls""? No one I know is!! Fuck him.",Negative
5448,@FoxNews @marklevinshow @seanhannity @realDonaldTrump  how thinks its time for a3rd party? #GOPDebate #Trump2016 #Trump #foxnewsisdead #news,Negative
5449,#GOPDebate offers quite a show - http://t.co/vYp2yecRka,Neutral
5450,RT @_ciaradanix3: where's @wakaflocka during this presidential debate? #GOPDebate #snakesinthegrass 🇺🇸🐍,Negative
5451,"#GOPDebate reassured of affinity Republicans have with Kurdish militants. If elected president Jindal said he'll ""arm the Kurds"" i.e. PYD.",Positive
5452,When will we  c a presidential debate in #Zimbabwe like the #GOPDebate yesterday? Party level or national level? @DavidColtart @ProfJNMoyo,Neutral
5453,"RT @ElizabethND04: But, Trump wins the awkwardly pursed lips battle...as always. #GOPDebate #FoxDebate #FOXNEWSDEBATE @BuckSexton  https://…",Negative
5454,Dr. King says his dream became a nightmare... https://t.co/ZmMwPr1IZh  #JusticeOrElse #GOPDebate,Negative
5455,Dr. King says his dream became a nightmare... https://t.co/FswFvAwKH0  #JusticeOrElse #GOPDebate,Negative
5456,Dr. King says his dream became a nightmare... https://t.co/72UVyMN4U4  #JusticeOrElse #GOPDebate,Negative
5457,Dr. King says his dream became a nightmare... https://t.co/YBo1Weii6U  #JusticeOrElse #GOPDebate,Negative
5458,"RT @Cary_Cheshire: You know, @FoxNews should not have put Debbie Wasserman Schultz on TV. Scaring tons kids right before bed. #GOPDebate",Negative
5459,RT @Realdaveblack: When I want to be entertained but everybody wants to tweet about politics. #GOPDebate http://t.co/2OnxWHRHay,Neutral
5460,Trump wasn't asked to weigh in on idiotic God question from FB - maybe because God hasn't purchased a property from him (yet)   #GOPDebate,Negative
5461,#GOPDebate: Did Cruz Trump Trump? https://t.co/lOCTZi5YQV via @CR @RMConservative is spot on!,Neutral
5462,@LeviGolden Agree. Carson was very compelling when given the chance. #GOPDebate,Positive
5463,RT @michaelhenry123: @FrankLuntz Do people realize Huckabee has no campaign or money?#GOPDebate,Neutral
5464,RT @DianeRavitch: #GOPDebate Megan should have asked Scott Walker if he would let his own wife die to save unborn child.,Negative
5465,"SMH. Trump's Twitter tirade: Megyn Kelly a 'bimbo,' Frank Luntz a 'clown' #gopdebate http://t.co/wyWLcGtcZR",Neutral
5466,RT @yobynnad1127: If I were president I would send the #BlackLivesMatter gang down to the border to build the wall. Then they would matter.…,Negative
5467,7 things Donald Trump said that would have destroyed any other GOP candidate. http://t.co/xrw4zIsxrB @politico #GOPDebate #GOP2016,Negative
5468,"ALL the candidates represented a clear and superior choice to Hillary, Bernie, Elizabeth and Uncle Joe!!! #GOPDebate #teaparty #tcot #tdgn",Negative
5469,"RT @foodwishes: Sorry, China, but sounds like we just may decide not pay you. #GOPDebate",Neutral
5470,"RT @LiberalMmama: In other words, GOP, YOU LOSE! The economy IS improving!! NONE of you could beat Pres Obama! #GOPDebate  https://t.co/Ycf…",Negative
5471,I think Arthur Anderson could have run the #GOPDebate more honest than #FOXNEWSDEBATE,Negative
5472,"Without his glasses, @GovernorPerry looked kinda dumb.  With them, he looks like he might have better vision.  #GOPDebate #KidsTable",Neutral
5473,RT @TheBaxterBean: Oops. #GOPDebate  https://t.co/jQ9t7Fb9xM,Negative
5474,RT @Uptomyknees: The Facebook logos on stage during a debate between potential leaders of our nation is chillingly sinister in such a blata…,Negative
5475,"Spot on take on 2016 GOP field following #GOPDebate: ""not good for the party, but makes excellent TV"" http://t.co/xTRt1MbcL3 #iacaucus",Negative
5476,RT @FakeJDGreear: .@RandPaul reminds me of the evil land developer trying to bulldoze the neighborhood in every 80s movie ever. #GOPDebate,Negative
5477,Guess she's not laughing now. #Carly2016 #CarlyFiorina #GOPDebate  https://t.co/KBt4LTzYHk,Negative
5478,RT @linnyitssn: I still can't stop laughing about how Rand Paul freaked out because Chris Christie gave the black President a hug. #GOPDeba…,Negative
5479,real question is how many minutes for Fox News Questions? #GOPDebate @FoxNews @nytimes seems like a waste of airtime.,Negative
5480,RT @coebooth: Is that really all they’re going to say about race? One question to one guy??? #GOPdebate,Negative
5481,"RT @Bipartisanism: How to stay sober during #GOPDebate drinking games:

Take a shot every time someone tells the truth. http://t.co/v1gKlMd…",Negative
5482,"Rubio-Backed Insurance Market ""Covers 80 People"" -Obamacare Covers 1.6M in FL Alone http://t.co/WHgciD8Ee7 #GOPDebate http://t.co/Y1AWqcPfNW",Negative
5483,RT @PeterBeinart: make Planned Parenthood pay for the wall with Mexico #GOPDebate,Negative
5484,"The winners of the GOP Debates: Kasich,  Fiorina, Clinton, Sanders, O'Donnell, and Kelly. #GOPDebate",Negative
5485,So who won last nights  #GOPDebate?....Hilary Clinton by a long shot!,Negative
5486,"RT @nowthisnews: Last night's #GOPDebate was, unsurprisingly, a complete circus. And @realDonaldTrump was the ringleader. http://t.co/bigYh…",Negative
5487,"Last night there were 4 blue ties, 5 red ties and 1 striped tie, with 7 blue suits and 3 gray suits. These are bold men. Discuss. #GOPDebate",Neutral
5488,RT @ChrisCamps76: .@RandPaul rolled his eyes when @ChrisChristie mentioned how he hugged 9/11 victims. Goodbye Rand. Lost respect for him. …,Negative
5489,"RT @pipnice1: I never laughed so much during a debate. Anyone else notice the ""times up"" buzzer sounded like Price is right sound? #GOPDeba…",Neutral
5490,So there's this #GOPDebate #CNN http://t.co/rtKzReN0pK,Neutral
5491,"It's disturbing to watch #Trump being applauded after he admits calling women fat, pigs, disgusting animals. #GOPDebate #Election2016 #WoW",Negative
5492,RT @SarahWoodwriter: This pretty much sums up the first #GOPDebate... http://t.co/f6GADlinpn,Negative
5493,I'm baffled that after the #GOPDebate there are people still intending to vote for one of them. #smh,Negative
5494,#GOPDebate score with @cmarinucci  https://t.co/sIsBsJPUbF,Positive
5495,"#GOPDebate I loved Walker nodding along to Carson's responses. Carson speaks common sense, sadly that is an uncommon trait.",Positive
5496,"""Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/aqbdkVhnMb http://t.co/BycUI5nKiX""",Neutral
